id,title,description,availability,condition,price,sale_price,link,image_link,brand,google_product_category,identifier_exists
TS9xiWYwUcLbQ2Nqs9G8,Fresh N Local Radicchio Lettuce 250gm,Radicchio Lettuce ,in stock,new,120.00 INR,100.00 INR,https://www.freshnlocal.co/product/TS9xiWYwUcLbQ2Nqs9G8,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783161494013_1000191947.jpg?alt=media&token=45489c2a-476d-45d9-a04e-0660a15168a2,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
Thr2ce7uK3clUyMR0BjI,Fresh N Local Mandarin Orange 500gm,Super Sweet,in stock,new,150.00 INR,100.00 INR,https://www.freshnlocal.co/product/Thr2ce7uK3clUyMR0BjI,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782816369543_2470.jpg?alt=media&token=326cc80f-02fc-493d-be57-beea09fd3c3d,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
UJPwSFmV3u8Ezj5FLopx,Fresh N Local Broccoli 500gm,Broccoli ,in stock,new,180.00 INR,160.00 INR,https://www.freshnlocal.co/product/UJPwSFmV3u8Ezj5FLopx,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783161106509_1000204702.jpg?alt=media&token=ac5938cc-31da-47f2-ac86-ac013247362b,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
V7VQqMDqdLfDNQV2Wt6T,Fresh N Local Indian Nectarine 500gm,Indian Nectarine ,out of stock,new,200.00 INR,,https://www.freshnlocal.co/product/V7VQqMDqdLfDNQV2Wt6T,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FV7VQqMDqdLfDNQV2Wt6T%2Foriginal.webp?alt=media&token=c62b4503-6778-4699-bbb2-d18199694fd2,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
Vh5czL2MpqgGGPe1XFqN,Fresh N Local Purple Passion Fruit 250gm,Super Sweet,in stock,new,200.00 INR,150.00 INR,https://www.freshnlocal.co/product/Vh5czL2MpqgGGPe1XFqN,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FVh5czL2MpqgGGPe1XFqN%2Foriginal.webp?alt=media&token=e1b2c561-b4eb-4a72-ab77-8fd34fe95e4c,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
VyXSTd5JAcN6L98QYcWi,Fresh N Local Red Globe Grapes 250gm,Red Globe Grapes ,in stock,new,200.00 INR,90.00 INR,https://www.freshnlocal.co/product/VyXSTd5JAcN6L98QYcWi,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783156404695_1000191906.jpg?alt=media&token=1e9a0258-7698-4fab-b7ad-b3296d3be161,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
WuM2UmxarpiN2oDeu7eN,Fresh N Local Spanish Nectarine Peach 2pc,Spanish Nectarine Peach,out of stock,new,400.00 INR,,https://www.freshnlocal.co/product/WuM2UmxarpiN2oDeu7eN,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782647912154_1000202464.jpg?alt=media&token=66215c80-6589-4e45-8202-7b9d56f7c861,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
Xh0r4gg6JnNjfhUXstMq,Fresh N Local Pomegranate 500gm,Pomegranate ,in stock,new,150.00 INR,100.00 INR,https://www.freshnlocal.co/product/Xh0r4gg6JnNjfhUXstMq,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783155216610_1000192150.jpg?alt=media&token=0fcd5deb-89a8-40ed-a8d1-b04f96942c79,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
Xnhh0MKusNTp50KB30Ga,Fresh N Local Cherry Himachal 500gm,Origin Himachal,out of stock,new,200.00 INR,,https://www.freshnlocal.co/product/Xnhh0MKusNTp50KB30Ga,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FXnhh0MKusNTp50KB30Ga%2Foriginal.webp?alt=media&token=3d1986a4-0923-465b-b4a3-c42e9dd8cd82,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
XwYnhT3ek3M2XYZ1DCZu,Fresh N Local Frozen Hass Avocado Paste 500gm,"only paste, no additive 
500gm pack 
keep frozen -18°c 
can be used till 6 months",out of stock,new,240.00 INR,,https://www.freshnlocal.co/product/XwYnhT3ek3M2XYZ1DCZu,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FXwYnhT3ek3M2XYZ1DCZu%2Foriginal.webp?alt=media&token=14b8827c-6eda-4022-871a-159d10b386f5,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
Y5gEEQDB6BGnJaCsMmMi,Fresh N Local Button Mushrooms 1 Pack 1pack,200gm per pack,in stock,new,50.00 INR,40.00 INR,https://www.freshnlocal.co/product/Y5gEEQDB6BGnJaCsMmMi,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782882188277_1000203546.jpg?alt=media&token=4d7309ab-2dc6-470d-a53b-0f0b99c232f9,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
YRBzV4rcZ9o0zUl0nbJP,Fresh N Local Jamun 500gm,Origin Maharashtra ,in stock,new,160.00 INR,,https://www.freshnlocal.co/product/YRBzV4rcZ9o0zUl0nbJP,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783248931547_Jamun_fruit_on_white_background_202607051625.jpeg?alt=media&token=4433c5ba-1ecf-4b60-b8f9-fae0eae520a8,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
YaVOtyVod68VtocaXNT2,Fresh N Local Oak Leaf Lettuce 200gm,Oak Leaf Lettuce ,in stock,new,100.00 INR,80.00 INR,https://www.freshnlocal.co/product/YaVOtyVod68VtocaXNT2,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783161629457_1000191940.jpg?alt=media&token=994fabc8-f708-4dfb-bf8e-ed91266a96af,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
YgM7D94SLjBfCxEVM8ln,Fresh N Local Asian Persimmon 2pc,Asian Persimmon,out of stock,new,200.00 INR,150.00 INR,https://www.freshnlocal.co/product/YgM7D94SLjBfCxEVM8ln,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783156615476_1000192139.jpg?alt=media&token=b9e98b73-03ad-4ab7-a383-46f5a0759054,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
ZBRd07O8sDl3wr003tJ6,Fresh N Local Imported Blueberry Fresh 125gm,Indian Grown ,in stock,new,225.00 INR,,https://www.freshnlocal.co/product/ZBRd07O8sDl3wr003tJ6,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FZBRd07O8sDl3wr003tJ6%2Foriginal.webp?alt=media&token=f7dfeae2-270e-4dac-b21d-729e2a91b9c2,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
ZGeRvUlEYMDGpAkd9Xx1,Fresh N Local Napa Cabbage 500gm,Napa Cabbage ,in stock,new,125.00 INR,,https://www.freshnlocal.co/product/ZGeRvUlEYMDGpAkd9Xx1,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FZGeRvUlEYMDGpAkd9Xx1%2Foriginal.webp?alt=media&token=6438d52f-297d-4b42-8557-bc043c1fe179,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
ZT0mIuyHDKTwXNosU8t3,Fresh N Local South Africa Green Pear 500gm,300Gm,in stock,new,200.00 INR,125.00 INR,https://www.freshnlocal.co/product/ZT0mIuyHDKTwXNosU8t3,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782816524903_1000193379.jpg?alt=media&token=d6e676ea-b121-458d-afa8-7276a36545db,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
ZevJErAbwc0otoHfdR0Y,Fresh N Local Baby Red Radish 500gm,Baby Red Radish,in stock,new,160.00 INR,125.00 INR,https://www.freshnlocal.co/product/ZevJErAbwc0otoHfdR0Y,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FZevJErAbwc0otoHfdR0Y%2Foriginal.webp?alt=media&token=7d37e378-748a-4d48-9747-b082a0c4d54b,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
aOGagnShF2O1MgIc8t8E,Fresh N Local Thai Sweet Tamarind 250gm,"250Gm Per Box 
Natural Sweet 
",in stock,new,100.00 INR,90.00 INR,https://www.freshnlocal.co/product/aOGagnShF2O1MgIc8t8E,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FaOGagnShF2O1MgIc8t8E%2Foriginal.webp?alt=media&token=6c5093ec-c4f3-4d30-8dac-7fd783b9f30e,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
alGqKwxttJYcK0uBKRnD,Fresh N Local Mix Berry Frozen 500gm,"250gm box
ideal for shake, smocthie or compote 
keep frozen -18°c 
can be used till 6 months",in stock,new,500.00 INR,450.00 INR,https://www.freshnlocal.co/product/alGqKwxttJYcK0uBKRnD,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FalGqKwxttJYcK0uBKRnD%2Foriginal.webp?alt=media&token=fd335ae0-5b4a-46f0-b714-8950edc6c762,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
apyRaY63xQstLSg4RfST,Fresh N Local Thai Mix 1pack,"Authentic Thai Flavors: Experience the authentic taste of Thailand with our expertly crafted blend of Thai herbs and spices.
Versatile Use: Use this Thai Mix to add depth and complexity to a variety of dishes, from soups to stir-fries.
Convenient Blend: Our Thai Mix is a convenient way to incorporate the vibrant flavours of Thai cuisine into your cooking.
Disclaimer: Our fruits and veggies are freshly sourced daily, chosen carefully and hygienically packed to ensure the best quality reaches you.",in stock,new,120.00 INR,90.00 INR,https://www.freshnlocal.co/product/apyRaY63xQstLSg4RfST,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783261143912_1000205180.jpg?alt=media&token=c22765ff-a820-4f9c-90f7-27819d69cf57,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
bGB9vSpDbiqEndgmMS22,Fresh N Local Watermelon 1.5-2.0kg,2Kg Apx Per Pc,in stock,new,70.00 INR,40.00 INR,https://www.freshnlocal.co/product/bGB9vSpDbiqEndgmMS22,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783155141668_1000192147.jpg?alt=media&token=661c4627-af01-48c5-b8f5-bbe696061d81,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
bpCoLNRon5PPYi5CaUbC,Fresh N Local Coconut Chunks 200gm,ALL FRUITS AND VEGETABLE ARE CUT AND PEELED IN CONTROLED AND HYGENIC ENVIROMENT AND IT IS PREPARED WITH IN 60 MIN OF DELIVERY TIME,in stock,new,60.00 INR,50.00 INR,https://www.freshnlocal.co/product/bpCoLNRon5PPYi5CaUbC,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782829970974_2448.jpg?alt=media&token=3a3630af-3141-49ba-b537-eed9cafdca3b,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
c3lFiOartHeK5DjxJ8qx,Fresh N Local Yellow Bell Pepper 200gm,Yellow Bell Pepper ,in stock,new,100.00 INR,80.00 INR,https://www.freshnlocal.co/product/c3lFiOartHeK5DjxJ8qx,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783160442598_1000204698.jpg?alt=media&token=521a5fb2-cf6b-41f8-8185-a049a5ebb3f0,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
cLVILnty7rGAPIOdHyBK,Fresh N Local Matki Sprouts 200gm,Made With Ro Water With Hygienic ,in stock,new,25.00 INR,20.00 INR,https://www.freshnlocal.co/product/cLVILnty7rGAPIOdHyBK,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782815246656_1000191922.jpg?alt=media&token=4444e1f9-4389-46f4-b7f2-845dc98d2f81,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
d7FHyzO2Jyr7xzH9dw0e,Fresh N Local Wild Arugula 100gm,Wild Arugula ,in stock,new,120.00 INR,100.00 INR,https://www.freshnlocal.co/product/d7FHyzO2Jyr7xzH9dw0e,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2Fd7FHyzO2Jyr7xzH9dw0e%2Foriginal.webp?alt=media&token=a217a8bd-ff35-494c-b81b-f8f81d07c292,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
dOWxOP8VRtKeETne1DD5,Fresh N Local Chana Sprouts 200gm,Chana Sprouts ,in stock,new,25.00 INR,20.00 INR,https://www.freshnlocal.co/product/dOWxOP8VRtKeETne1DD5,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FdOWxOP8VRtKeETne1DD5%2Foriginal.webp?alt=media&token=0446255d-7fbd-45bf-bbce-c0105dfa0cfe,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
dm5fX1LM3V0cA7tmoeGE,Fresh N Local Thai Kafir Lime Leaves 100gm,Thai Kafir Lime Leaves ,in stock,new,30.00 INR,20.00 INR,https://www.freshnlocal.co/product/dm5fX1LM3V0cA7tmoeGE,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154510960_1000201822.jpg?alt=media&token=999d0ecb-da9c-4d9a-aa0c-41565b503ce2,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
dxdVP6G1I4C06ufJHPrx,Fresh N Local Mixed Salad Greens 100gm,"1box of 150gm conteining mix leaves of Romaine, lolorossa, summercrisp, Kale, Baby Spinach, Arugula etc.",in stock,new,150.00 INR,100.00 INR,https://www.freshnlocal.co/product/dxdVP6G1I4C06ufJHPrx,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782816979000_1000191949.jpg?alt=media&token=63bfed24-9b5f-4ae6-91c7-3b99df6061e7,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
e1UfCbv9syHZrvE62YUU,Fresh N Local Fresh Mulberry 100gm,Organic And Sweet (IMPORTED),in stock,new,80.00 INR,60.00 INR,https://www.freshnlocal.co/product/e1UfCbv9syHZrvE62YUU,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782816565612_1000191886.jpg?alt=media&token=b796276a-917d-4f99-8bb5-043a1aa4b175,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
ghEBnRmtYbV1a3FnX8Ix,Fresh N Local Sweet Corn Hand Peeled 100gm,ALL FRUITS AND VEGETABLE ARE CUT AND PEELED IN CONTROLED AND HYGENIC ENVIROMENT AND IT IS PREPARED WITH IN 60 MIN OF DELIVERY TIME,in stock,new,40.00 INR,25.00 INR,https://www.freshnlocal.co/product/ghEBnRmtYbV1a3FnX8Ix,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782816724446_1000191900.jpg?alt=media&token=c40448ec-218f-43a0-bd99-5308386fe8a1,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
hIWvDjzSRUJI6QxbJxX9,Fresh N Local Green Apple 500gm,Green Apple ,in stock,new,150.00 INR,,https://www.freshnlocal.co/product/hIWvDjzSRUJI6QxbJxX9,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FhIWvDjzSRUJI6QxbJxX9%2Foriginal.webp?alt=media&token=aa19d3d9-97a3-497d-866a-55dcce54e520,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
hefnD9ChnTGiMOxYuXe7,Fresh N Local Mix Sprouts 200gm,Made With Ro Water With Hygienic ,in stock,new,25.00 INR,20.00 INR,https://www.freshnlocal.co/product/hefnD9ChnTGiMOxYuXe7,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782815212137_1000191920.jpg?alt=media&token=ed3c85f5-e971-4ebe-b462-283548667055,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
hlK9DI29YBf9UHziBQ1W,Fresh N Local Thai Jumbo Lotus Root 400gm,IMPORTED ,in stock,new,500.00 INR,400.00 INR,https://www.freshnlocal.co/product/hlK9DI29YBf9UHziBQ1W,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FhlK9DI29YBf9UHziBQ1W%2Foriginal.webp?alt=media&token=be7ed141-a773-4ad2-a84f-c035c92eb4e8,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
iIGBHUecs52Z8kgEVwVV,Fresh N Local Donut Peach 3pc,Original Turkey ,out of stock,new,600.00 INR,500.00 INR,https://www.freshnlocal.co/product/iIGBHUecs52Z8kgEVwVV,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783153327378_1000204671.jpg?alt=media&token=6a69fadd-1a88-4a7a-a7a5-2d8859d654e8,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
jBXCyXytXrbW3n9fMiwg,Fresh N Local Thai Lemongrass Stick 100gm,Thai Lemongrass Stick ,in stock,new,30.00 INR,20.00 INR,https://www.freshnlocal.co/product/jBXCyXytXrbW3n9fMiwg,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154395525_1000191956.jpg?alt=media&token=81a2c82d-9afa-4582-98c8-abd228988803,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
jREbVFxMhUWdhEshzvEz,Fresh N Local Juicy Red Cherry 200gm,"Origin - Washington, USA",in stock,new,400.00 INR,,https://www.freshnlocal.co/product/jREbVFxMhUWdhEshzvEz,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783233178474_1000205079.jpg?alt=media&token=da4895cb-c5fe-4c28-882f-d7a0c286e34d,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
kDwDxiE99Pjj87to5xTx,Fresh N Local White Dragon Fruits 1pc,White Dragon Fruits,in stock,new,70.00 INR,60.00 INR,https://www.freshnlocal.co/product/kDwDxiE99Pjj87to5xTx,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FkDwDxiE99Pjj87to5xTx%2Foriginal.webp?alt=media&token=1d3a82a8-682b-4633-bd38-dc46f6bb4127,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
kYPiy40Y66wpl1wSqqPc,Fresh N Local Hass Avocado Ripe 3pc,For Same Day Use Only 500Gm Apx (Imported),in stock,new,400.00 INR,150.00 INR,https://www.freshnlocal.co/product/kYPiy40Y66wpl1wSqqPc,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782984579106_1000193367.jpg?alt=media&token=40b0c0aa-1b05-4d96-8a31-3475701261a3,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
kfrA8LTgiUhc537eP3m0,Fresh N Local Curly Kale 100gm,Curly Kale ,in stock,new,120.00 INR,40.00 INR,https://www.freshnlocal.co/product/kfrA8LTgiUhc537eP3m0,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783161518942_1000191945.jpg?alt=media&token=899e1016-817a-4dc5-9dea-e63e789adab5,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
knW0rUp6Zo4n9d2AOv9Q,Fresh N Local Moong Sprouts 200gm,Made With Ro Water With Hygienic ,in stock,new,25.00 INR,20.00 INR,https://www.freshnlocal.co/product/knW0rUp6Zo4n9d2AOv9Q,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782816227735_3222.jpg?alt=media&token=903701ba-c55e-4abf-b4e1-5b243fdafd8c,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
kwRGXIv7Kwew4LC7nv1L,Fresh N Local Enoki Mushroom 100gm,Enoki Mushroom ,in stock,new,120.00 INR,100.00 INR,https://www.freshnlocal.co/product/kwRGXIv7Kwew4LC7nv1L,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FkwRGXIv7Kwew4LC7nv1L%2Foriginal.webp?alt=media&token=848cbeef-11d0-45e4-91c4-57afbb582a16,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
lEonGepYmXUd3eoDNALG,Fresh N Local Spanish Sweet Plum 250gm,Imported ,in stock,new,120.00 INR,100.00 INR,https://www.freshnlocal.co/product/lEonGepYmXUd3eoDNALG,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782816491098_1000191924.jpg?alt=media&token=cbbc7099-70c5-47e8-a0fd-df6f5a72e083,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
lznhTNrBJ7kR2urD0Eqy,Fresh N Local Blueberry Frozen 500gm,"250gm box
ideal for shake, smocthie or compote 
keep frozen -18°c 
can be used till 6 months",in stock,new,400.00 INR,375.00 INR,https://www.freshnlocal.co/product/lznhTNrBJ7kR2urD0Eqy,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782814559653_1000192019.jpg?alt=media&token=c6a099f9-5745-4bc4-9aee-4b51ef617411,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
mCY68LUwz7CnoTDTim5H,Fresh N Local Fresh Sage 10gm,Fresh Sage ,out of stock,new,50.00 INR,20.00 INR,https://www.freshnlocal.co/product/mCY68LUwz7CnoTDTim5H,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FmCY68LUwz7CnoTDTim5H%2Foriginal.webp?alt=media&token=0de56a92-57e7-42f1-ac61-518591b01c41,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
mPWifKJGPbG1MaJn9feT,Fresh N Local Mosambi 1kg,6-7 Pc,in stock,new,100.00 INR,,https://www.freshnlocal.co/product/mPWifKJGPbG1MaJn9feT,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FmPWifKJGPbG1MaJn9feT%2Foriginal.webp?alt=media&token=2a891bcf-b682-442b-adf7-745a67e9f83f,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
mSmbNisb8d7cYFSbDKEm,Fresh N Local Beef Steak Tomato 2pc,Beef Steak Tomato ,in stock,new,250.00 INR,200.00 INR,https://www.freshnlocal.co/product/mSmbNisb8d7cYFSbDKEm,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782647783554_1000202578.jpg?alt=media&token=0b5da5a2-09de-4683-b929-27f0c0ea178e,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
mjQWIEyMWOXuK8fapdqm,Fresh N Local Strawberry Frozen 1kg,"250gm box
ideal for shake, smocthie or compote 
keep frozen -18°c 
can be used till 6 months",in stock,new,350.00 INR,300.00 INR,https://www.freshnlocal.co/product/mjQWIEyMWOXuK8fapdqm,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782816878942_1000192013.jpg?alt=media&token=5ade1c0b-5d99-4e0f-ae44-dec7ec4c1779,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
mmP6DF1VWyymEn8BDezx,Fresh N Local Totapuri Mango 1kg,Totapuri Mango,in stock,new,150.00 INR,60.00 INR,https://www.freshnlocal.co/product/mmP6DF1VWyymEn8BDezx,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783155004272_1000193964.jpg?alt=media&token=06c8744b-dc73-4532-84c6-798dda5ffb7a,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
nMGLsQSOU4B4vVkl8Sdo,Fresh N Local Premium Imported Strawberry 250gm,Premium  Imported Strawberry ,out of stock,new,650.00 INR,450.00 INR,https://www.freshnlocal.co/product/nMGLsQSOU4B4vVkl8Sdo,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FnMGLsQSOU4B4vVkl8Sdo%2Foriginal.webp?alt=media&token=189fc7b7-b97b-4387-abd8-787b4d996efe,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
o4IfYwoHGBORj2H3Qn5W,Fresh N Local Baby Corn 250gm,Baby corn ,in stock,new,60.00 INR,45.00 INR,https://www.freshnlocal.co/product/o4IfYwoHGBORj2H3Qn5W,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2Fo4IfYwoHGBORj2H3Qn5W%2Foriginal.webp?alt=media&token=5a287c27-d9c0-46eb-9ff7-56eefaa0bb78,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
o4nG8ayvxKTzCQGsJXPK,Fresh N Local Yellow Zucchini 500gm,Yellow Zucchini ,in stock,new,120.00 INR,75.00 INR,https://www.freshnlocal.co/product/o4nG8ayvxKTzCQGsJXPK,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2Fo4nG8ayvxKTzCQGsJXPK%2Foriginal.webp?alt=media&token=91a861e0-931c-498f-87ce-af8cf793dd04,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
oIxfC5UMj5KwoT6J9vyO,Fresh N Local JalapeñO Pepper 200gm,Jalapeño Pepper,in stock,new,160.00 INR,100.00 INR,https://www.freshnlocal.co/product/oIxfC5UMj5KwoT6J9vyO,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FoIxfC5UMj5KwoT6J9vyO%2Foriginal.webp?alt=media&token=6ac566cc-08f7-46e4-ac77-00629b8884d3,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
pf7zlZlquPlCV6Mvy3cD,Fresh N Local Italian Basil 100gm,Italian Basil ,in stock,new,50.00 INR,20.00 INR,https://www.freshnlocal.co/product/pf7zlZlquPlCV6Mvy3cD,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154098816_1000191967.jpg?alt=media&token=f1ee8026-99a6-4dd5-b754-890f5e61fae1,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
pquCbI610m9lTTLqoHQ3,Fresh N Local Kinnaur Apple 1kg,6-7 Pc,out of stock,new,250.00 INR,200.00 INR,https://www.freshnlocal.co/product/pquCbI610m9lTTLqoHQ3,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FpquCbI610m9lTTLqoHQ3%2Foriginal.webp?alt=media&token=3d4d45a0-8db2-4e34-8c31-3a3ba97959a8,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
qQG4Q0f6kJk3xOqV4ZsD,Fresh N Local Mix Micro Greens 80gm,80Gm Box,in stock,new,200.00 INR,120.00 INR,https://www.freshnlocal.co/product/qQG4Q0f6kJk3xOqV4ZsD,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783251866487_1000205168.jpg?alt=media&token=ce28f8af-1eba-4988-b842-1b3c51d43a01,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
